"state","longitude","latitude","SLR","SWL_AEP1PC","MTWL_AEP1PC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90","MTWL_MFSLR_50","MTWL_MFSLR_10","MTWL_MFSLR_90"
"VIC",141.684204101562,-38.3725662231445,1,2.17,4,1446132.46,227783.12,17611862.27,400.15,161.4,1472.34
"VIC",144.789474487305,-38.3725662231445,1,2.17,3.92,182427.53,32817.01,1997244.89,128.38,64.29,337.69
"VIC",147.210525512695,-38.3725700378418,1,2.17,3.4,21191.75,5249.81,147251.56,89.67,45.52,236.71
"VIC",141.368408203125,-38.3313064575195,1,2.18,4.71,1344529.4,214651.37,16048511.08,101.09,52.88,248.85
"VIC",142,-38.3313064575195,1,2.21,4.13,341267.27,64713.84,3237696.8,197.29,89.96,603.06
"VIC",141.789474487305,-38.2900199890137,1,2.19,3.79,621990.74,110142.29,6443547.77,510.91,199.4,1965.82
"VIC",141.894729614258,-38.2900199890137,1,2.21,3.98,372913.72,69759.19,3607193.03,303.5,128.36,1039.76
"VIC",147.315795898438,-38.2900199890137,1,2.15,3.41,36934.08,8849.26,262698.66,73.81,38.78,184.96
"VIC",141.263153076172,-38.2487106323242,1,2.18,4.66,1114844.5,182848.96,12814689.88,106.19,55.17,263.95
"VIC",144.684204101562,-38.2487106323242,1,2.11,3.4,466029.78,70448.73,6657525.66,689.6,261.4,2739.92
"VIC",147.368423461914,-38.2487106323242,1,2.14,3.42,47842.02,11337.15,341319.25,66.7,35.68,162.59
"VIC",141.263153076172,-38.2073783874512,1,2.19,4.54,794104.52,136150.33,8595855.36,125.2,63.33,323.56
"VIC",147.421051025391,-38.2073783874512,1,2.12,3.41,80951.5,18016.99,626792.38,67.72,36.19,165.18
"VIC",141.210510253906,-38.1660194396973,1,2.19,4.54,848015.36,144275.96,9272015.83,127.17,64.18,329.76
"VIC",147.473678588867,-38.1660194396973,1,2.09,3.41,173808.23,34985.88,1542305.7,67.18,35.99,163.19
"VIC",141.105255126953,-38.124641418457,1,2.19,4.31,831486.73,143517.48,8866614.9,201.86,95.93,567.55
"VIC",144.736846923828,-38.124641418457,1,2.15,2.47,231730.97,37472.43,3071274.03,4558.1,1420.99,22835.95
"VIC",145.052627563477,-38.124641418457,1,2.19,2.53,96456.33,17595.48,1083163.44,2511.57,851.17,11204.91
"SA",140.736846923828,-38.0832366943359,1,2.16,4.82,2869518.81,424086.31,37637845.47,83.9,45,199.63
"SA",140.789474487305,-38.0832366943359,1,2.16,4.67,2303445.71,350690.81,29008988.63,110.13,56.98,275.17
"SA",140.842102050781,-38.0832366943359,1,2.17,4.59,1802380.28,283329.93,21736807.87,123.1,62.69,314.4
"SA",140.894729614258,-38.0832366943359,1,2.18,4.6,1403743.57,228132.57,16178945.35,123.21,62.65,315.59
"SA",140.947372436523,-38.0832366943359,1,2.18,4.61,1109682.35,186210.35,12239979.5,109.9,56.55,277.53
"VIC",141,-38.0832366943359,1,2.19,4.53,888886.61,153586.69,9422894.51,126.71,64.01,328.03
"VIC",141.052627563477,-38.0832366943359,1,2.19,4.46,682112.2,121684.67,6933313.37,155.65,76.32,420.23
"VIC",147.578948974609,-38.0832252502441,1,2.05,3.37,940573.91,151801.77,11256851.49,74.49,39.33,184.7
"SA",140.57893371582,-38.0418090820312,1,2.15,4.7,3635284.81,519106.05,50032528.88,115.19,59.86,284.37
"SA",140.631576538086,-38.0418090820312,1,2.16,4.71,2747882.48,407420.5,35925725.18,112.19,58.52,275.62
"VIC",145.052627563477,-38.0418090820312,1,2.2,2.53,84605.72,15642.73,935454.6,2465.5,834.81,11033.07
"VIC",147.578948974609,-38.0418090820312,1,2.04,3.36,1175022.93,183777.55,14690425.69,72.68,38.5,179.37
"VIC",147.631576538086,-38.0418090820312,1,2.04,3.36,1263499.2,195713.72,16006191.54,74.99,39.54,186.29
"SA",140.473678588867,-38.000358581543,1,2.15,5.03,4169951.24,586544.88,58497512.16,60.3,33.97,133.78
"SA",140.526321411133,-38.000358581543,1,2.16,4.93,3217054.38,468892.31,42976155.85,70.09,38.58,160.76
"VIC",147.684204101562,-38.000358581543,1,2.03,3.36,2470687.96,344498.28,36409084,75.42,39.7,187.86
"SA",140.421051025391,-37.9588851928711,1,2.15,5.03,3907642.06,555013.4,54071323.03,61.09,34.36,135.88
"VIC",144.789474487305,-37.9588851928711,1,2.17,2.49,233031.58,36743.9,3248635.62,4712.06,1434.79,24640.26
"VIC",144.947372436523,-37.9588737487793,1,2.19,2.5,129175.47,22290.7,1581461.9,3842.31,1204.67,19285.62
"VIC",147.736846923828,-37.9588851928711,1,2.02,3.38,3601676.72,471544.92,58208272.79,82.08,42.56,209.25
"SA",140.368408203125,-37.9173851013184,1,2.16,5.01,3140204.68,460785.85,41500720.05,61.81,34.82,136.95
"VIC",144.789474487305,-37.9173889160156,1,2.17,2.48,221402.4,35060.7,3073915.11,4853.52,1465.24,25746.77
"VIC",147.789474487305,-37.9173889160156,1,2.01,3.39,4463384.27,557861.55,77555940.35,80.92,42.02,205.88
"VIC",147.842086791992,-37.9173851013184,1,2.02,3.36,3682437.7,471738.77,61903986.69,86.46,44.5,222.71
"VIC",147.894729614258,-37.9173889160156,1,2.02,3.36,3698359.46,472028.86,62588342.15,87.26,44.83,225.3
"SA",140.368408203125,-37.8758659362793,1,2.16,5.01,2365602.62,361962.17,29476482.37,61.08,34.46,134.98
"VIC",148.105270385742,-37.8758659362793,1,2,3.38,9925235.31,1048057.06,224427775.53,109.52,54.18,299.29
"VIC",148.210510253906,-37.8758659362793,1,1.99,3.44,12743925.23,1273443.62,314542540.77,103.74,51.67,280.87
"SA",140.315780639648,-37.8343200683594,1,2.17,5.04,2141687.79,332149.26,26197998.13,58.57,33.35,127.57
"VIC",148.315780639648,-37.8343200683594,1,2,3.54,11877795.82,1173526.05,301339701.22,98.46,49.23,265.84
"VIC",148.421051025391,-37.8343238830566,1,1.99,3.58,22087073.33,1948562.65,665730558.66,97.75,48.86,264.25
"VIC",148.631576538086,-37.8343238830566,1,1.97,3.72,60818028.81,4379491.32,2520521670.1,79.71,41.23,204.75
"VIC",148.684204101562,-37.8343238830566,1,1.97,3.77,78950143.65,5399312.85,3547705868.94,75.66,39.5,191.6
"VIC",148.842086791992,-37.8343200683594,1,1.95,3.85,199170432.86,11419931.52,11772199416.27,74.37,39.04,186.49
NA,149.210510253906,-37.8343200683594,1,2.36,4.44,382947134.7,19618957.07,26822252065.4,61.7,33.66,145.56
"VIC",149.315780639648,-37.8343200683594,1,2.35,4.49,687499698.02,32021733.79,55427798364.68,61.64,33.85,143.57
"SA",140.315780639648,-37.7927551269531,1,2.17,4.93,1577141.75,255446.96,18163329.43,68.76,38.18,155.38
"VIC",148.473678588867,-37.7927551269531,1,1.99,3.63,20962270.05,1827069.64,649897830.67,91.3,46.12,243.03
"VIC",148.526321411133,-37.7927551269531,1,1.99,3.69,12547527.69,1172815.78,353458111.52,81.6,42,211.28
"VIC",148.57893371582,-37.7927551269531,1,2,3.75,8461741.52,834825.41,221292441.4,73.98,38.72,186.71
"VIC",148.947372436523,-37.7927551269531,1,1.96,3.6,167562813.04,9798358.62,9666570580.58,113.79,56.25,310.22
"VIC",149,-37.7927551269531,1,1.96,3.64,125421226.36,7679738.85,6764031717.09,106.84,53.41,286.31
"VIC",149.105255126953,-37.7927551269531,1,1.97,3.72,75352988.45,4996335.66,3619913355.6,98.85,50.23,258.22
"SA",140.263153076172,-37.751163482666,1,2.18,4.46,1372897.38,226327.37,15440941.49,119.79,61.87,298.38
"VIC",149.578948974609,-37.751163482666,1,2.34,3.99,2011385227.25,80871433.98,198362798073.32,145.31,70.2,406.19
"SA",140.263153076172,-37.7095489501953,1,2.18,4.46,942330.13,163321.65,9900116.32,119.24,61.63,296.73
"SA",140.210525512695,-37.667911529541,1,2.19,4.51,769611.49,138028.38,7693202.6,131.61,67.14,333.31
"SA",140.157897949219,-37.6262474060059,1,2.2,4.74,529888.1,100262.44,4916271.63,84.05,45.75,194.37
"SA",140.157897949219,-37.5845642089844,1,2.21,4.69,323321.18,65505.41,2730213.5,97.61,51.94,233.14
"VIC",149.842086791992,-37.5845642089844,1,2.33,4.04,5045912035.33,170300710.7,653928443729.16,177.12,84.53,498.95
"VIC",149.894729614258,-37.5845642089844,1,2.33,4.03,6217471838.1,206971826.81,812764377404.64,183.83,87.12,523.44
"SA",140.105255126953,-37.542854309082,1,2.21,4.69,312638.37,63964.71,2599179.78,99.08,52.6,237.47
"VIC",149.947372436523,-37.542854309082,1,2.33,3.88,8067789389.97,263724763.66,1068549944517.05,242.21,108.33,755.98
"SA",140.052627563477,-37.5011253356934,1,2.22,4.68,267242.49,56048.29,2144638.74,101.07,53.49,243.26
"NSW",150,-37.5011253356934,1,2.33,4.2,7440851866.49,253300922.25,914177261734.86,156.29,75.94,429.42
"SA",139.947357177734,-37.4593696594238,1,2.21,4.85,403579.84,80031.78,3496856.64,73.81,40.9,166.47
"SA",140,-37.4593696594238,1,2.22,5.04,250187.78,53091.35,1973512.27,58.43,33.21,127.76
"SA",140.052627563477,-37.4593696594238,1,2.24,5.05,148894.97,33736.5,1075911.14,56.3,32.19,122.05
"NSW",150,-37.4593696594238,1,2.33,3.97,9118448439.52,295834618.04,1212729164829.49,210.89,96.87,631.52
"SA",139.894729614258,-37.4175910949707,1,2.22,4.87,260865.87,54629.95,2101820.09,69.69,38.97,155.16
"NSW",150,-37.4175910949707,1,2.32,3.83,10537918788.3,332843687.5,1460754353914.86,241.36,108.01,752.72
"SA",139.894729614258,-37.375789642334,1,2.24,4.93,121522.1,28108.63,856078.02,58.89,33.77,126.54
"NSW",150,-37.375789642334,1,2.32,3.84,11617335017.64,360939087.36,1650613477129.69,240.32,107.56,749.59
"SA",139.894729614258,-37.3339653015137,1,2.26,4.7,75381.92,18524.66,489658.92,91.02,49.27,211.53
"NSW",150,-37.3339653015137,1,2.32,3.8,12689247403.84,388265603.55,1844983510214.23,204.66,93.26,624.41
"SA",139.842102050781,-37.292106628418,1,2.26,4.7,70515.58,17500.29,451770.99,88.28,48.01,203.8
"NSW",150,-37.2921180725098,1,2.32,3.51,13073084764.99,397156434.37,1923495891875.36,467.69,190.78,1658.65
"SA",139.842086791992,-37.250244140625,1,2.27,4.89,51177.23,13218.74,310881.03,65.57,37.1,143.36
"NSW",150.052627563477,-37.250244140625,1,2.33,3.83,9529197641.72,317364600.05,1197104152679.94,263.98,116.38,841.87
"SA",139.789474487305,-37.2083511352539,1,2.27,4.88,60138.45,15262.11,373577.83,67.7,38.11,149.13
"NSW",150.052627563477,-37.2083511352539,1,2.33,3.84,9293934408.18,311405260.41,1155952337080.66,191.76,86.96,594.33
"SA",139.736831665039,-37.166431427002,1,2.61,5.2,52305.15,13518.59,316995.86,55.71,32.35,117.31
"NSW",150.052627563477,-37.166431427002,1,2.33,3.85,8226696833.88,282669012.66,983126078599.7,178.41,81.71,545.49
"SA",139.736831665039,-37.1244926452637,1,2.63,5.22,30009.15,8296.68,166394.94,52.44,30.72,109.09
"NSW",150,-37.1244926452637,1,2.33,3.46,8248442881.9,279522606.92,1013379630254.25,804.29,283.08,3670.74
"SA",139.736846923828,-37.0825271606445,1,2.65,5.23,20123.02,5835.55,104798.04,50.36,29.68,103.91
"SA",139.684204101562,-37.0405387878418,1,2.67,5.26,11892.8,3683.16,56738.84,45.25,27.14,90.99
"NSW",149.947372436523,-37.04052734375,1,2.33,3.34,7840066144.55,267104925.55,957187090478.86,578.38,223.43,2246.82
"SA",139.684204101562,-36.9985275268555,1,2.72,5.3,5326.9,1813.7,22454.04,40.24,24.56,78.98
"NSW",149.947372436523,-36.9985160827637,1,2.33,3.76,7369571669.24,253664920.73,886140493694.39,172.5,79.89,517.16
"NSW",149.947372436523,-36.9564819335938,1,2.33,3.38,7018359700.83,243481124.54,834230804500.79,620.33,234.1,2511.38
"SA",139.684204101562,-36.914436340332,1,2.77,5.12,2707.31,992.13,10398.31,38.99,23.72,77.1
"NSW",149.947372436523,-36.914436340332,1,2.33,3.38,6842064454.6,237925278.43,811242626258.16,619.36,233.77,2507.04
"SA",139.736831665039,-36.8723564147949,1,2.79,5.13,1858.46,710.2,6766.46,37.93,23.13,74.81
"SA",139.789474487305,-36.8723564147949,1,2.81,5.13,1475.2,579.37,5182.49,37.16,22.71,73.1
"SA",139.842086791992,-36.8723564147949,1,2.84,5.14,1151.11,465.96,3885.8,36.23,22.21,70.99
"NSW",149.947372436523,-36.8723564147949,1,2.33,3.61,6986210990.59,242348949.41,830865188698.02,175.43,81.61,520.4
"SA",139.842086791992,-36.8302536010742,1,2.84,4.99,1136.4,461.36,3818.58,40.34,24.06,82.67
"NSW",150,-36.8302536010742,1,2.33,3.74,7768891322.68,264191646.59,952820532034.94,151.79,71.89,439.96
"SA",139.842086791992,-36.7881240844727,1,2.84,4.99,1135.5,461.55,3807.55,39.93,23.85,81.65
"NSW",150,-36.7881240844727,1,2.33,3.75,7942232991.35,268811634.88,981514661627.83,150.42,71.33,435.21
"SA",139.842086791992,-36.7459754943848,1,2.84,5,1131.63,460.64,3785.44,39.4,23.58,80.32
NA,150.052627563477,-36.7459754943848,1,2.31,3.91,9063252664.53,301567411.42,1145789903250.64,107.36,54.08,283.25
"SA",139.842102050781,-36.7037887573242,1,2.84,5,1077.08,441.5,3568.29,38.69,23.22,78.58
"NSW",150.052627563477,-36.703800201416,1,2.31,3.92,10185595541.81,331582999.33,1331970239825.46,106.4,53.68,280.12
"SA",139.842102050781,-36.6616058349609,1,2.85,5.06,1004.92,415.86,3286.03,35.11,21.34,70.11
"NSW",150.052627563477,-36.6616058349609,1,2.31,3.91,11276188909.05,360893097.74,1512453295748.05,100.64,51.19,261.87
"SA",139.789474487305,-36.619384765625,1,2.85,5.08,968.57,403.97,3129.42,33.65,20.6,66.51
"NSW",150.052627563477,-36.619384765625,1,2.31,3.81,11675512437.63,372314264.19,1572706241039.23,119.47,59.06,324.35
"SA",139.789474487305,-36.5771408081055,1,2.87,5.09,843.05,357.76,2661.73,32.83,20.16,64.59
"NSW",150.105270385742,-36.5771408081055,1,2.31,4.05,19043953304.06,561226881.29,2880594154890.82,84.27,44.39,207.68
"SA",139.789474487305,-36.5348777770996,1,2.88,5.1,767.93,329.96,2383.83,31.75,19.64,61.72
"NSW",150.105270385742,-36.5348739624023,1,2.31,4.03,21285000941.23,614569153.26,3322560238621.42,84.58,44.44,209.37
"SA",139.789474487305,-36.4925880432129,1,2.88,5.1,705.73,307.05,2152.58,31.42,19.48,60.88
"NSW",150.105270385742,-36.4925880432129,1,2.31,4.01,24498611857.08,690102868.93,3970120341560.73,82.66,43.61,203.34
"SA",139.789474487305,-36.4502754211426,1,2.89,5.11,665.23,292.02,2003.73,31.03,19.28,59.89
"NSW",150.105270385742,-36.4502639770508,1,2.3,4.02,28226276599.56,776998024.38,4732387021193.76,81.85,43.25,200.9
"SA",139.789474487305,-36.4079399108887,1,2.89,5.21,642.44,283.49,1920.87,27.01,17.19,50.32
"SA",139.736846923828,-36.3655700683594,1,2.88,5.2,744.86,323.08,2277.49,25.42,16.38,46.5
"NSW",150.105270385742,-36.3655815124512,1,2.3,3.94,37552567359.2,985580872.31,6759858832005.49,84.72,44.56,209.27
"SA",139.736831665039,-36.3232002258301,1,2.88,5.21,739.23,320.86,2258.42,24.8,16.03,45.12
"NSW",150.157897949219,-36.3232002258301,1,2.3,3.94,64175916370.36,1541690013.33,13173673952922.9,83.31,43.99,204.51
"SA",139.684204101562,-36.2807922363281,1,2.86,5.21,888.39,376.48,2803.5,24.93,16.11,45.39
"NSW",150.157897949219,-36.2807922363281,1,2.3,4.06,81271903103.17,1870710533.19,17812724706082.4,76.91,41.07,185.8
"SA",139.684204101562,-36.2383651733398,1,2.86,5.21,879.65,373,2774.44,24.59,15.92,44.66
"NSW",150.157897949219,-36.2383651733398,1,2.29,4.06,106995732039.22,2349825624.46,25166465191545.1,76.25,40.77,183.89
"SA",139.631576538086,-36.195915222168,1,2.84,5.18,1074.52,444.77,3498.47,24.94,16.18,45.12
"NSW",150.157897949219,-36.195915222168,1,2.29,4,137031014630.24,2879131583.41,34487538411215.9,90.09,46.6,228.88
"SA",139.631576538086,-36.1534423828125,1,2.84,5.18,1077.45,446.21,3504.25,24.76,16.07,44.74
"NSW",150.157897949219,-36.1534423828125,1,2.29,3.52,170179742493.7,3436408944.54,45533751932906.1,320.34,136.09,1082.16
"SA",139.57893371582,-36.1109466552734,1,2.83,5.16,1249.86,509.87,4140.87,25.98,16.76,47.29
"NSW",150.157897949219,-36.1109466552734,1,2.29,3.53,206097067371.82,4016379721.04,58263045226181.2,314.89,134.12,1059.84
"SA",136.894729614258,-36.0684242248535,1,3.09,5.06,59061,15054.06,364425.39,144.63,70.08,402.04
"SA",136.947372436523,-36.0684242248535,1,3.09,5.07,54906.63,14107.71,335355.68,147.32,71.38,408.91
"SA",137,-36.0684242248535,1,3.1,5.09,54115.69,13897.65,331077.77,135.82,66.84,368.04
"SA",137.052627563477,-36.0684242248535,1,3.09,5.16,55617.45,14179.79,344169.84,123.12,61.51,326.42
"SA",137.105270385742,-36.0684242248535,1,3.09,5.18,58961.56,14869.52,370796.58,122.74,61.47,323.95
"SA",137.157897949219,-36.0684242248535,1,3.09,5.18,61659.09,15430.18,392149.64,120.98,60.75,318.06
"SA",137.421051025391,-36.0684242248535,1,3.09,5.19,58210.92,14851.6,358856.63,131.73,65.47,351.02
"SA",137.473678588867,-36.0684242248535,1,2.6,4.53,57613.96,14744.55,353446.69,180.97,85.35,520.97
"SA",137.526321411133,-36.0684242248535,1,2.6,4.29,58863.98,15056.35,361035.59,251.27,112.96,773.98
"SA",137.578948974609,-36.0684242248535,1,2.6,4.42,60946.71,15536.7,375330.45,196.32,91.57,573.74
"SA",139.578948974609,-36.0684127807617,1,2.83,5.05,1178.16,484.8,3856.32,30.83,19.4,58.18
"NSW",150.157897949219,-36.0684242248535,1,2.27,3.71,236473680719.55,4486371839.92,69732746477840,114.38,56.77,309.22
"SA",136.684204101562,-36.0258827209473,1,3.1,5.83,52704.61,13613.01,319650.23,41.43,24.58,85.6
"SA",136.736846923828,-36.0258827209473,1,3.1,5.16,50017.9,13043.48,299104.11,117.18,58.83,308.92
"SA",136.789474487305,-36.0258827209473,1,3.1,4.99,46044.46,12153.38,270733.01,160.26,76.21,458.48
"SA",136.842102050781,-36.0258827209473,1,3.11,5.07,41532.6,11134.46,238910.13,132.75,65.09,363.02
"SA",137.263153076172,-36.0258827209473,1,3.1,4.73,42554.89,11280.32,249405.42,284.5,125.99,893.51
"SA",137.315795898438,-36.0258827209473,1,3.11,5.19,37415.73,10128.31,212781.05,118.5,60.02,306.81
"SA",137.368423461914,-36.0258827209473,1,3.12,5.21,31894.59,8834.67,175671.01,122.91,61.79,322.02
"SA",137.631576538086,-36.0258827209473,1,2.6,3.87,55436.91,14310.35,335641.45,544.84,216.14,2016.53
"SA",139.578948974609,-36.0258827209473,1,2.84,5.05,1128.77,467.12,3666.33,30.45,19.2,57.31
"NSW",150.157897949219,-36.0258827209473,1,2.27,4.04,255616729287.68,4785428896.8,76903775120165,70.65,37.92,170.2
"SA",136.631576538086,-35.9833145141602,1,3.11,6.08,35747.19,9645.08,204986.7,30.32,18.79,58.95
"SA",137.631576538086,-35.9833145141602,1,2.61,3.87,51973.61,13532.47,311002.7,518.97,207.29,1902.53
"SA",139.526321411133,-35.9833145141602,1,2.83,5.04,1217.38,499.9,3992.1,31.13,19.56,58.86
"NSW",150.210525512695,-35.9833030700684,1,2.27,4.04,272462641236.48,5026369709.77,83982473649259.3,70.77,37.96,170.71
"SA",136.578948974609,-35.9407272338867,1,3.12,6.15,28720.99,7917.67,160463.14,26.53,16.87,49.61
"SA",137.631576538086,-35.9407272338867,1,2.61,3.4,49492.7,12976.74,293305.11,2472.9,748.76,13824.8
"SA",139.421051025391,-35.9407272338867,1,2.81,4.98,1480.32,595.28,4984.04,36.67,22.4,72.32
"SA",139.473678588867,-35.9407272338867,1,2.83,5,1300.5,530.86,4294.33,35.62,21.85,69.77
"NSW",150.210525512695,-35.9407157897949,1,2.27,4.02,279436067400.15,5123119352.39,87031750585669.5,70.99,38.24,169.73
"SA",136.526321411133,-35.8981170654297,1,2.78,5.72,22051.35,6263.79,118543.67,22.87,15.01,40.68
"SA",137.684204101562,-35.8981170654297,1,2.61,3.41,43935.96,11675.42,255920.21,2238.38,687.31,12273.33
"SA",137.736831665039,-35.8981170654297,1,2.62,3.81,41150.15,11017.27,237386.33,654.32,247.65,2620.09
"SA",137.789474487305,-35.8981170654297,1,2.62,3.55,39180.02,10545.54,224511.07,1357.81,453.06,6577.27
"SA",137.842086791992,-35.8981170654297,1,2.62,3.85,36446.4,9895.76,206458.88,551.86,218.37,2050.53
"SA",137.894729614258,-35.8981170654297,1,2.63,3.85,32863.56,9041.35,182900.37,543.02,215.43,2010.12
"SA",137.947357177734,-35.8981170654297,1,2.63,4.32,28504.87,7988.1,154747.19,178.46,84.59,509.2
"SA",138,-35.8981170654297,1,2.64,4.35,25616.99,7270.03,136791.08,165.56,79.37,464.8
"SA",138.052627563477,-35.8981170654297,1,2.64,4.34,23604.84,6753.92,124793.75,164.45,79.05,459.49
"SA",138.105255126953,-35.8981170654297,1,2.64,3.56,21372.32,6172.7,111737.69,1149.88,397.56,5259.15
"SA",139.368408203125,-35.8981170654297,1,2.82,4.9,1347.71,549.67,4448.01,42.7,25.41,87.49
"NSW",150.210525512695,-35.8981170654297,1,2.27,4.01,289435304409.32,5271211952.02,91087926480831.7,60,33.36,136.61
"SA",136.526321411133,-35.8554801940918,1,2.8,5.74,15951.44,4718.76,81230.91,21.84,14.42,38.53
"SA",138.157897949219,-35.8554801940918,1,2.66,3.58,16262.4,4839.69,81845.24,1025.43,362.06,4540.43
"SA",139.315780639648,-35.8554801940918,1,2.82,4.79,1442.56,582.91,4822.11,52.62,30.27,113.29
"NSW",150.210525512695,-35.8554801940918,1,2.27,4.02,315238506971.69,5654237596.14,101550792112292,58.41,32.61,132.22
"SA",136.526321411133,-35.8128242492676,1,2.8,5.72,15376.44,4560.34,78107.17,18.93,12.7,32.74
"SA",138.157897949219,-35.8128242492676,1,2.67,3.12,12869.03,3946.47,62206.65,3848.65,1240.8,18309.28
"SA",139.263153076172,-35.8128242492676,1,2.8,4.66,1640.26,650.72,5624.9,64.25,35.81,144.82
"NSW",150.263153076172,-35.8128242492676,1,2.27,4.21,316789400343.42,5696783275.95,101459771907269,44.68,25.97,95.53
"SA",136.526321411133,-35.7701416015625,1,2.8,5.73,16172.72,4758.7,83083.79,18.51,12.46,31.85
"SA",138.105270385742,-35.7701301574707,1,2.7,3.13,7324.21,2430.07,31759.93,3551.9,1169.52,16329.05
"SA",139.210525512695,-35.7701416015625,1,2.8,4.66,1805.46,706.22,6315.06,62.89,35.17,141.11
"NSW",150.263153076172,-35.7701416015625,1,2.27,4.22,337733422081.08,6005012409.81,110052049963936,43.51,25.38,92.5
"SA",136.57893371582,-35.7274398803711,1,2.8,5.36,14640.71,4346.39,74447.96,20.98,13.99,36.46
"SA",136.631576538086,-35.7274398803711,1,3.16,5.72,13477.88,4041.31,67640.65,20.53,13.72,35.56
"SA",138.105270385742,-35.7274398803711,1,2.75,3.24,3209.2,1196.77,11838.78,957.28,382.15,3353.75
"SA",138.157897949219,-35.7274398803711,1,2.73,3.24,4359.98,1548.2,17247.1,1050.3,415.91,3712.5
"SA",138.210510253906,-35.7274398803711,1,2.71,3.23,6379.32,2149.33,27124.3,1166.08,455.11,4205.13
"SA",139.157897949219,-35.7274398803711,1,2.79,4.51,1945.79,752.98,6908.37,82.86,44.27,198.82
"NSW",150.315795898438,-35.7274398803711,1,2.27,4.38,376839602795.62,6598046482.34,125439742619052,35.06,21.11,71.29
"SA",136.684204101562,-35.6847114562988,1,3.16,5.72,12225.31,3721.34,60056.06,21.22,14.07,37.23
"SA",136.736846923828,-35.684700012207,1,3.17,5.54,10791.62,3336.77,51916.31,20.7,13.83,35.9
"SA",136.789474487305,-35.6847114562988,1,3.18,5.43,9404.14,2959.96,44169,19.7,13.26,33.74
"SA",137.631576538086,-35.6847114562988,1,3.28,4.44,1876.61,737.07,6502.51,51.52,30.85,103.03
"SA",137.684204101562,-35.6847114562988,1,3.29,4.37,1728.09,683.77,5936.75,61.88,36.09,128.37
"SA",137.736846923828,-35.684700012207,1,3.3,4.26,1604.14,639.61,5458.72,82.03,45.95,180.07
"SA",137.789474487305,-35.6847114562988,1,3.3,4.27,1485.75,597.31,5003.55,79.06,44.5,172.43
"SA",137.842102050781,-35.684700012207,1,2.82,3.76,1370.96,556.17,4563.66,84.61,47.08,187.69
"SA",137.894729614258,-35.6847114562988,1,2.83,3.63,1266.77,518.41,4170.17,122.26,63.97,296.76
"SA",138,-35.6847114562988,1,2.84,3.53,1119.05,465.27,3606.29,166.73,83.08,434.2
"SA",138.052627563477,-35.6847114562988,1,2.83,3.52,1168.59,491.6,3680.1,179.8,89.73,464.49
"SA",138.105270385742,-35.6847114562988,1,2.82,3.48,1441.14,594.12,4650.63,238.49,115.63,638.19
"SA",138.263153076172,-35.6847114562988,1,2.7,3.95,6895.96,2298.88,29750.07,296.94,128.09,979.14
"SA",138.315795898438,-35.6847114562988,1,2.71,4.15,6645.83,2223.28,28551.08,193.82,90.15,570.23
"SA",138.368423461914,-35.6847114562988,1,2.71,4.15,6451.63,2160.97,27701.58,190.99,89.13,558.99
"SA",138.421051025391,-35.6847114562988,1,2.71,4,6193.56,2076.99,26597.52,270.72,119.45,860.1
"SA",138.473678588867,-35.6847114562988,1,2.71,4,6045.62,2027.88,25986.07,272.93,120.36,867.38
"SA",138.526321411133,-35.6847114562988,1,2.71,4.08,6116.69,2047.65,26367.45,231.11,104.23,712.33
"SA",139.105270385742,-35.6847114562988,1,2.78,4.5,2294.96,864.67,8467,87.53,46.34,212.9
"NSW",150.315795898438,-35.6847114562988,1,2.27,4.27,402880935532.47,6978467021.83,136250546942751,38.42,22.73,80.24
"SA",136.842086791992,-35.6419639587402,1,3.18,5.31,8080.9,2620.22,36301.9,20.28,13.59,34.95
"SA",136.894729614258,-35.6419639587402,1,3.2,5.33,6663.84,2226.69,28683.78,19.71,13.26,33.84
"SA",136.947357177734,-35.6419639587402,1,3.2,5.06,5723.39,1957.93,23828.89,23.45,15.44,41.43
"SA",137,-35.6419639587402,1,3.22,4.74,4811.65,1687.88,19344.81,33.06,20.78,62.24
"SA",137.052627563477,-35.6419639587402,1,3.23,5.03,4012.9,1442.09,15612.45,25.86,16.74,46.84
"SA",137.105255126953,-35.6419639587402,1,3.24,4.96,3410.29,1250.9,12909.85,26.28,17,47.56
"SA",137.631576538086,-35.6419639587402,1,3.28,4.44,1924.45,754,6688.11,52.36,31.29,104.99
"SA",138.052627563477,-35.6419639587402,1,2.85,3.54,1014.52,426.21,3227.15,156.51,78.67,402.71
"SA",138.578948974609,-35.6419639587402,1,2.71,4.11,6468.06,2145.07,28263.25,214.32,97.54,652.91
"SA",139.052627563477,-35.6419639587402,1,2.76,4.32,2729.6,995.24,10574.89,138.05,67.76,375.5
"NSW",150.368423461914,-35.6419639587402,1,2.27,4.48,429999918366.75,7353095800.23,148405744473452,31.5,19.25,62.76
"SA",137.157897949219,-35.5991897583008,1,3.25,4.96,2940.64,1107.23,10715.51,26.39,17.06,47.8
"SA",137.631576538086,-35.5991897583008,1,3.28,4.43,1951.87,764.01,6789.68,52.97,31.61,106.45
"SA",139.052627563477,-35.5991897583008,1,2.77,4.32,2653.74,966.51,10318.73,136.93,67.26,372.18
"NSW",150.421051025391,-35.5991897583008,1,2.27,4.35,521469335369.83,8657180812.77,187826322942726,37.16,22.1,77.09
